"id","commision","net_sales"
39887,14.5,58
34903,6.3,18
49631,0,20
19394,0,94.75
58519,27.55,94.75
12273,17.82,29.7
61905,0,20
2852,0,24
17445,0,20
9546,0,20
42965,0,34
25836,6.3,18
41532,0,15
41606,6.3,18
1374,2.56,9.12
21838,0,34
17738,7.7,22
4770,17.82,29.7
60189,0,20
3608,13.65,54.6
27029,0,12
52191,27.55,94.75
9867,6,15
62350,0.83,2.96
39425,0.36,1.29
36051,16.9,26
465,0,30
5273,0,20
37731,13.38,53.5
56787,0,37
41691,0,45
36959,12.25,49
61518,0,26
14175,0,27
40701,0,34
44495,0,26
32732,17.82,0
46837,0,16
55546,9.57,29
52621,11.88,47.5
60225,15.75,45
31230,17.82,29.7
26815,0,80
2558,27.55,59.4
40078,27.55,94.75
51115,6.3,18
27690,0,16
62495,0,51
42335,0,20
10318,0,0
56507,27.55,94.75
8040,0,10
52279,0,23
48639,7.25,29
51054,0,38
57132,10.5,30
59455,0,10
22378,0,20
29836,13.38,53.5
36781,6.75,27
55636,0,12
44502,0,77
56047,0,91
27797,0,38
53128,4,16
13798,0,94.75
14429,0,94.75
35178,0,65
18248,0,23
238,4.39,17.55
38316,21.13,84.5
22808,0,20
4033,15.6,39
16109,0,20
38974,5.75,23
21354,0,17
10066,0,29
31962,0,20
55292,0,20
41270,17.82,29.7
49748,3.38,13.5
29723,0,10
39542,0,77
47845,0,42
22925,0,33
53242,0,10
23310,20.3,58
12428,0,19
6936,0,61
25864,4.39,17.55
35981,0,24
28814,0,39
23092,20.15,80.6
62271,0,20
6346,0,10
21995,0,20
28545,5.88,23.5
27750,27.55,94.75
108,1.82,6.5
42726,0,10
21734,27.55,49.5
15264,0,14
6917,0,20
23744,6,15
35465,18,72
44826,0,94.75
43330,6,15
51994,0,33
29984,27.55,94.75
14322,0,30
48463,27.55,94.75
57340,12.13,48.5
13991,0,59
16150,23.81,94.75
49160,7.7,22
1946,27.55,87
21183,27.55,94.75
53511,0,25
16040,0,35
41352,0,17
5517,0,10
4651,0,19
25067,0,10
37097,9.1,26
19021,23.76,39.6
7690,27.55,89.1
19815,0,17
48281,0,20
16006,0,56
50977,17.82,29.7
60037,17.13,68.5
36264,16.25,0
33055,27.55,94.75
33711,0,80
35019,0,51
27251,6,15
21781,0,20
211,0,14
28294,3.38,13.5
27038,0,78
28295,7.64,30.55
4093,0,27
20729,6,15
44460,23.76,39.6
49687,0,10
60970,0,25
61460,19.5,78
7050,0,20
19249,0,79
1642,0,20
29259,17.82,29.7
42375,6.75,27
40892,23.45,67
38532,0,20
13120,0,10
25787,0,13
39945,0,51
30597,0,56
51618,17.85,51
41125,0,39
55534,10.5,30
32548,0,20
62501,0,28
17042,24.86,94.75
321,0,10
38084,6.3,18
59739,0,81
14114,0,41
62545,7.7,22
7330,0,10
16560,6.3,18
40171,0,15
31784,10.5,30
25869,20.64,82.55
54886,0,28
17971,27.55,49.5
39896,11.88,0
26706,27.55,94.75
21929,7.7,22
3052,12.6,36
25111,17.5,50
58218,11.7,46.8
52250,0,20
16190,0,36
53654,0,30
7615,0,14
10611,27.55,94.75
13331,0,10
62404,18.6,74.4
44737,3.38,13.5
63233,27.55,94.75
29394,6.3,18
1074,23.76,39.6
58860,0,18
38266,15.75,45
34442,0,77
27259,12.25,35
32490,7.7,22
27130,27.55,94.75
35365,0,35
38961,11.75,47
61841,16.75,67
38166,0,83
9233,2.56,9.13
25353,0,26
56912,0,20
41763,0,18
17301,7.96,31.85
12896,0,10
15545,0,22
28178,0,20
9422,0,14
29157,0,10
7730,0,42
30450,3.38,13.5
50416,0,20
51623,8.13,32.5
14850,0,63
56909,0,37
3436,11.88,19.8
9596,0,26
22564,0,10
34347,12.25,35
58981,27.55,94.75
43990,0,24
62086,10.64,28
28546,8.63,34.5
10654,0,10
53137,6.75,27
62445,0,34
59017,0,42
11314,0,23
16267,0,24
45189,0,20
32652,0,63
1593,5.94,9.9
31655,13.38,53.5
25962,0,26
11600,0,18
29707,0,33
7108,27.55,0
12890,0,25
22085,0,25
5445,17.82,29.7
17598,0,48
29248,15.88,63.5
51550,0,10
13265,0,20
62555,15.75,45
15501,24.15,69
6411,27.55,79.2
46876,0,10
21165,4.39,17.55
21329,0,13
12798,0,94.75
53873,0,17
51842,6.3,25.2
12223,6,15
2595,0,67
22984,0,10
14346,14,40
47358,0.2,0.71
15468,0,32
22989,0,80
10128,0,20
51823,6.3,18
37701,0,20
39700,15.5,62
47067,0,76
43374,18,72
36919,7.7,22
31811,5.88,23.5
29615,3.38,13.5
2942,0,41
30721,23.76,39.6
58302,0,19
30962,0,29
3900,22.04,58
33734,0,11
48837,4.63,18.5
50577,0,21
53480,0,10
10100,0,39
26374,27.55,59.4
23418,0,50
52604,6.63,26.5
5912,0,20
16758,17.5,50
21959,27.55,94.75
34834,0,75
53475,0,14
25450,17.71,70.85
62590,27.55,94.75
39852,7.7,22
36671,0,11
21992,23.76,0
58936,6.3,18
31652,11.75,47
56416,0,20
695,0,45
50718,10.5,30
20176,0,27
929,15.75,45
36882,0,35
60956,0,25
3216,0,53
9885,12.95,37
46965,27.55,79.2
38784,8.63,34.5
29563,0,23
669,0,11
23607,0,20
42213,27.55,94.75
37366,0,26
36928,5.53,0
27313,0,90
2002,0,76
52593,5.25,21
38637,13.38,53.5
14178,0,94.75
26699,16.41,65.65
49278,0,14
47730,0,20
41467,27.55,49.5
58621,0,20
61041,4,16
701,0,10
34806,0,94.75
5595,15.75,45
61946,0,20
3648,0,58
18956,0,22
20231,0,10
30972,0,28
46146,0,28
35155,0,10
35377,0,20
59530,22.4,64
52378,6.75,27
35925,0,20
23537,12.25,35
60975,0,33
6564,4.39,17.55
44781,27.55,79.2
23589,17.82,0
36572,5.88,23.5
61369,0,20
55134,6.3,18
20470,0,10
32906,27.55,94.75
38386,0,10
37432,12.4,31
47021,0,17
7426,0,32
27381,0,17
32476,0,19
795,11.88,19.8
23104,27.55,94.75
62290,0,10
9173,0,15
5103,0,20
17378,0,21
20105,27.55,94.75
15311,27.55,49.5
51512,27.55,79.2
17981,17.82,29.7
29898,0,28
32018,3.38,13.5
35442,15.5,62
15923,15.6,39
13852,0,56
31079,0,76
32792,0,14
33010,14,40
37740,7.38,29.5
29406,11.55,33
23384,0,49
5823,23.76,39.6
11351,0,14
15222,0,31
42482,0,29
38938,0,50
26252,0,27
13729,15.75,63
57562,27.55,49.5
40304,0,70
48020,27.55,94.75
41211,11.55,33
3986,0,50
21130,0,20
13030,0,20
34039,0,20
40268,27.55,69.3
37903,12.25,35
39514,27.55,49.5
59358,4,16
44784,23.76,39.6
55485,0,20
63313,0.74,2.64
27468,27.55,69.3
37211,0,10
55084,0,32
5902,0,10
2114,0,20
34213,11.88,19.8
24293,0,20
30531,27.55,59.4
19519,11.88,19.8
15278,0,20
11499,0,20
62793,5,20
27295,5.94,9.9
43720,0,41
6210,20.64,82.55
10539,0,20
46898,9.1,26
33529,15.6,39
26847,0,20
25149,27.55,94.75
47269,0,32
34864,0,32
24769,27.55,69.3
3076,27.55,59.4
12919,0,25
52068,10.5,30
59059,0,15
7268,27.55,94.75
39272,10.5,42
54272,0,35
56858,26.5,94.75
43502,5.55,22.2
46330,23.76,39.6
15336,0,26
2012,0,10
23154,0,94.75
51883,27.55,89.1
54287,0,80
13129,0,34
9274,23.76,39.6
61178,6,15
37144,27.55,94.75
20717,0,20
19730,0,20
45648,0,23
30943,0,37
10226,0,64
7753,0,45
63225,27.55,94.75
45018,0,30
26522,15.93,63.7
24816,0,26
56397,0,49
30922,0,25
36097,8.63,34.5
48786,0.37,1.32
29149,0,80
51187,0,38
3030,9.1,26
2368,17.82,0
61247,12.13,48.5
46109,27.55,89.1
15575,0,94.75
6425,0,60
50712,10.5,30
43528,27.55,49.5
60732,27.55,94.75
18690,0,10
3863,0,54
19429,0,10
32679,20,50
12493,0,76
18349,23.76,39.6
24112,0,78
22973,0,85
42178,9.57,29
700,0,52
27728,9.1,26
34816,0,89
52249,0,20
53892,0,26
62932,15.4,44
3006,0,68
43895,27.55,94.75
59138,27.55,94.75
60806,0,0
15414,0,10
55306,27.55,94.75
16140,15.75,45
45487,0,28
54647,0,12
21752,23.76,39.6
42378,15,60
33358,15.6,39
7873,0,29
18491,0,65
51169,27.55,89.1
48418,9.57,29
35184,0,39
12718,17.82,29.7
30478,8.38,33.5
16724,0,21
16780,27.55,49.5
2175,0,36
20110,27.55,94.75
31325,0,20
30459,27.55,94.75
40446,0,20
36017,12.4,31
18776,6.3,18
5827,0,29
45331,27.55,94.75
5737,0,10
59263,0,20
364,0,20
36,0,27
9896,9.1,26
27390,0,64
16878,0,21
5225,0,15
40781,27.55,59.4
21361,0,10
9787,0,37
15169,0,20
57762,27.55,94.75
34517,0,46
30614,0,13
51722,0,32
14105,0,20
26998,0,29
16693,0,25
56798,20,50
55611,0,35
57363,27.55,94.75
54449,0,21
4468,0,10
13368,0,24
29098,0,39
59748,0,57
48317,0,10
55831,0,37
22698,5.94,9.9
47445,27.55,79.2
11339,0,19
9398,0,64
50529,6.75,27
58659,0,40
40170,0,15
578,10.5,30
4509,0,11
47787,9.75,39
55361,15,60
47734,0,28
18321,27.55,94.75
55210,17.82,29.7
42801,7.7,22
13809,0,41
15421,0,10
33902,0,20
37743,3.38,13.5
7744,0,10
63293,0,10
62535,27.55,94.75
8428,0,10
19039,27.55,89.1
22161,27.55,94.75
537,0,38
32264,0,39
31663,15.88,63.5
29365,0,33
24033,0,20
30617,0,20
31869,0,46
28409,0,21
17018,12.6,36
60649,27.55,0
29757,0,64
31126,0,22
56009,0,12
16640,0,27
16840,0,20
22241,0,36
44698,0,22
8831,0,26
27775,27.55,94.75
59805,0,20
6098,0,10
18326,27.55,49.5
38279,4.25,17
27076,7.7,22
24493,0,35
1811,0,20
27459,1.08,3.1
55714,23.45,67
456,0,56
13425,2.01,5.73
11870,1.3,4.63
48387,6,15
11201,15.75,45
5800,6.01,24.05
22866,4.39,17.55
46472,9.1,26
49128,0,20
23299,6.3,18
17628,0,43
52646,27.55,79.2
44001,12.54,33
11446,27.55,79.2
60752,6.3,18
49075,0,12
34205,19.13,76.5
30932,0,23
38488,27.55,94.75
12174,0,10
13243,0,27
39330,0,94.75
30014,24.86,94.75
18550,9.57,29
9436,0,20
25051,0,10
1268,0,45
42680,27.55,79.2
60158,0,10
52617,5.63,22.5
54556,0,20
16274,0,17
4463,0,80
52602,8.38,33.5
23113,11.88,19.8
26164,0,33
30001,19.63,78.5
59285,0,10
21597,0,18
6232,11.88,19.8
10363,7.7,22
49812,0,10
47163,10.5,30
45629,0,10
25969,0,29
38046,0,10
9074,0,34
10653,0,35
20535,7.7,22
37331,4.63,18.5
8951,11.88,19.8
41824,7.7,22
26930,27.55,49.5
40049,12.25,35
54987,11.25,45
33436,10.5,42
59345,20.3,58
23716,0,69
54054,0,49
34717,0.96,3.43
6862,7.7,22
12808,0,10
58534,4,16
26567,27.55,59.4
11568,0,15
23414,0,90
19462,9.1,26
47316,0,10
60845,0,11
53725,0,66
11702,0,85
15688,0,52
8875,0,20
14162,17.82,29.7
43827,3.02,10.75
19574,0,10
55988,0,38
5571,0,14
38521,0,20
30747,0,39
59761,0,10
36451,0,26
56587,0,12
29040,7.7,22
12739,0,20
53637,0,39
21274,0,20
44140,0,16
58279,0,42
48952,12.25,35
54905,14.44,38
45944,0,23
18192,0,31
27138,0,20
54741,6.63,26.5
51891,27.55,69.3
22267,0,10
45774,0,17
4188,11.88,0
16139,17.15,49
2712,19.6,56
3225,0,20
46694,0.7,2.51
44416,9.75,39
61937,0,10
34602,27.55,69.3
14168,0,47
62527,27.55,94.75
8388,0,37
54049,0,72
47968,14,40
44581,12.25,35
33185,3.38,13.5
27277,20.64,82.55
7645,6,15
39835,0,25
53297,12.4,31
62410,27.55,94.75
37705,6,15
1533,0,29
8843,0,24
33956,5.88,23.5
30374,0,53
48452,14.63,58.5
58211,4,16
2334,0,20
49770,17.82,29.7
14472,0,38
52815,27.55,94.75
5971,12.95,37
50521,4,16
2903,19.07,76.3
51385,0,44
62373,6.63,26.5
55805,0,36
32529,27.55,69.3
29613,4.25,17
31804,13.38,53.5
60511,0,20
33448,27.55,94.75
20283,0,25
55512,9.1,0
49475,0,39
59436,0,10
32998,9.2,23
17193,0,17
23342,27.55,0
6034,0,20
40863,0,20
16328,2.95,10.53
26067,5.94,9.9
54695,27.55,47
36733,7.7,22
46222,0,80
56676,27.55,94.75
34847,0,10
11844,0,23
53209,0,20
14507,0,16
52355,0.97,3.47
3149,0,20
8081,0,72
53927,1.51,5.4
51549,0,38
49417,13.2,0
32608,6.13,24.5
16466,0,10
62391,5,20
55141,12.25,35
41300,0,32
42909,0,13
17490,0,20
2754,0,20
18317,11.54,46.15
20555,27.55,49.5
62582,27.55,94.75
21824,0,46
57259,0,10
18260,0,30
53739,0,20
56359,0,35
7535,0,20
18556,7.64,30.55
6882,27.55,49.5
22380,0,22
40963,0,94.75
24245,0,20
55656,0,42
58646,0,23
5233,0,76
4928,22.05,63
3431,5.94,9.9
9147,0,37
32985,0,38
1650,0,94.75
38707,0,81
36229,16.25,0
9991,0,28
57176,27.55,0
25278,9.57,29
33911,0,20
59282,0,10
57822,0,64
16608,11.88,19.8
23705,0,13
42272,0,81
7573,0,38
43892,27.55,49.5
57867,0,60
4498,0,11
55373,21.5,86
58900,0,22
6470,0,80
18183,0,27
19307,0,34
27121,23.76,39.6
26777,0,20
27782,0,24
56774,0,10
50372,17.82,29.7
31769,0,20
33785,5.75,23
38241,27.55,44
32508,15.88,63.5
54836,0,35
58490,0,17
59698,27.55,69.3
52934,0,20
58814,27.55,89.1
45922,0,10
56131,27.55,94.75
44456,27.55,49.5
50879,0,10
35842,7.7,22
26320,0,20
57218,0,27
34372,27.55,94.75
3998,0,12
52947,6.75,27
33430,19.63,78.5
45928,0,10
13330,0,10
10312,0,43
22417,0,10
51497,23.76,39.6
54813,0,78
6212,27.55,94.75
49703,0,20
50353,23.76,39.6
55733,4,16
46080,7.38,29.5
40272,0,23
37405,0,10
42130,0,10
4588,0,89
30758,0,32
6159,27.55,94.75
11196,11.55,33
54144,10.64,28
29481,0,94.75
8798,0,24
19284,0,80
44640,5.94,9.9
16427,0,20
38906,0,26
26956,0,22
60420,8.13,32.5
56302,27.55,94.75
24580,27.55,59.4
40481,0,10
57750,15.5,62
30619,0,19
40029,27.55,94.75
9753,0,20
38812,27.55,94.75
25268,12.25,35
36407,27.55,94.75
7404,0,12
47088,6,15
43683,26.4,94.75
2859,14.44,38
30392,0,0
45832,15.75,45
62556,12,48
22822,0,10
4140,0,17
27484,0,41
53947,14,40
24865,0,24
30270,10.5,30
62851,0,76
51715,0,20
53539,6.3,18
48231,8.38,33.5
46708,9.1,26
50897,6,15
2807,0,10
32946,0,20
7803,7.7,22
29262,27.55,69.3
53666,0,54
17526,6.3,18
39409,0,20
35504,0,24
1342,0,16
16077,0,19
57219,0,37
16141,15.75,45
63057,0,24
44276,23.76,39.6
61212,10.5,30
27815,0,80
6180,6.3,18
45223,0,10
35502,0,51
27935,0,44
28787,0,20
33335,0,10
4309,17.82,0
4702,0.22,0.78
16179,0,40
50327,27.55,94.75
16894,0,10
29942,0,80
34015,11.88,0
61814,6.3,18
34452,0,20
47664,0,20
9192,0,10
31886,0,30
1672,0,13
60757,9.1,26
31475,0.69,2.47
5570,0,38
19091,0,10
57861,0,25
19842,6,15
37147,17.82,0
6117,0,10
62799,4,16
4475,0,23
29620,3.38,13.5
37139,22.75,91
63270,0,50
32811,0,29
6631,0,10
25607,0,10
38267,9.57,29
60414,4,16
35484,27.55,79.2
52818,11.88,47.5
40509,0,35
10508,0,21
18485,0,15
16833,0,37
5943,0,0
45369,27.55,94.75
7595,0,44
23257,0,20
41297,0,20
51016,0,47
58233,5.94,9.9
14799,27.55,89.1
47332,0,35
15727,7.7,22
8052,0,15
57549,22.13,88.5
53545,7.7,22
16327,3.15,11.24
34497,0,10
21483,23.76,39.6
57673,0,56
39094,0,35
25921,0,20
10513,0,10
8277,0,38
37575,12.95,37
38883,0,36
33065,17.82,29.7
48601,27.55,84.75
27660,0,80
52730,0,33
35065,13.38,53.5
38390,0,25
32703,5.88,23.5
20749,9.1,26
36280,4.25,17
16157,11.88,19.8
12298,0,28
24061,0,16
4246,0,10
605,27,94.75
59279,0,28
30145,5.88,23.5
27911,17.82,29.7
54756,23.75,94.75
45052,0,10
18431,0,10
25981,0,10
32077,0,45
2122,0,94.75
17609,0,20
42131,0,0
11776,0,69
39007,27.55,94.75
24351,6.3,18
44929,15,60
63204,8.38,33.5
27746,27.55,94.75
27598,27.55,94.75
39357,0,26
33993,9.13,36.5
57172,7.38,29.5
29139,0,10
11407,7.7,22
45067,0,11
47659,0,40
40480,0,26
49921,27.55,94.75
29858,17.82,29.7
20767,5.53,22.1
56435,18.85,29
52658,27.55,49.5
47872,0,20
39144,0,43
52237,0,20
21572,0,10
32589,9.1,26
722,0,61
28106,8.38,33.5
57263,0,10
28337,27.55,94.75
60430,18,72
23164,0,24
32432,0,34
58884,0,12
45681,20.96,32.25
27612,27.55,94.75
19838,6,15
1126,0,40
27563,3.41,12.16
21970,11.88,19.8
35596,0,20
20857,0,11
16651,0,26
19992,0,21
27830,0,13
28465,6.3,18
47464,0,36
17622,0,34
52576,9.1,26
55528,10.5,30
21272,0,43
55196,27.55,94.75
8955,27.55,79.2
16667,0,0
12982,23.76,39.6
21782,0,20
18596,0,25
34623,0,41
32001,23.76,39.6
36398,6.3,18
61435,4,16
7132,0,83
1090,0,48
16357,9.1,26
26358,9.57,29
55956,27.55,94.75
9015,0,10
40713,0,32
3001,0,34
7187,0,22
19859,12.25,35
61238,13.25,53
38674,17.82,29.7
42651,9.75,39
32733,27.55,79.2
33801,8.38,33.5
7037,0,0
43572,0,33
16460,0,10
40805,0,49
16832,0,32
9662,9.1,26
57904,10.5,30
49264,0,28
53985,8.38,33.5
34982,0,94.75
57588,0,20
19050,23.76,39.6
18344,27.55,69.3
747,6.3,18
43874,17.25,0
32480,0,42
56790,0,20
35281,0,78
35235,10.5,42
33692,0,20
46216,0,11
14923,7.7,22
22591,0,13
44272,27.55,79.2
39611,0,14
55366,6.75,27
37138,8.38,33.5
49625,0,20
29936,0,15
41233,17.54,50.1
58809,5.94,9.9
16272,0,11
34936,17.82,29.7
14787,9.57,29
45095,7.7,22
49606,27.55,49.5
35139,0,10
48464,27.55,94.75
15507,0,62
5030,0,23
13616,0,20
32111,0,30
45934,0,52
31310,0,13
62977,10.25,41
13476,0,35
5519,0,10
13924,11.2,32
42186,6.75,27
58132,0,16
15687,0,16
33871,0,80
56273,6.75,27
50849,0,10
23411,0,40
28323,4.63,18.5
39464,5.88,23.5
62398,5.63,22.5
38918,0,33
47273,0,20
35470,27.55,94.75
38417,0,10
2455,0,39
47510,0,10
30391,0,65
30660,15.75,45
47307,0,57
26708,27.55,94.75
28057,7.7,22
55767,27.55,49.5
1732,15.6,39
45597,27.55,0
45807,10.64,28
38083,9.1,26
40288,0,27
52568,7.7,22
15082,0,34
35543,0,34
23054,0,20
10223,0,24
31211,18,72
32555,0,12
31875,0,49
62260,0,20
56098,4,16
26510,20.3,0
5357,0,29
3787,0,27
41171,0,16
22545,0,10
15710,6,15
23253,0,39
53413,0,43
47382,9.1,26
44299,0,20
31244,23.76,39.6
52910,0,10
5055,0,17
23379,0,94.75
12413,0,19
27142,0,29
52242,0,36
58379,9.75,39
23854,0,20
60909,27.55,0
10857,0,10
43705,11.88,19.8
50373,27.55,94.75
50225,17.82,29.7
33062,17.82,29.7
15323,23.76,39.6
30301,27.55,94.75
8711,7.7,22
11694,0,20
49775,0,63
58277,0,28
18724,0,10
39032,23.76,39.6
4446,0,59
51007,0,34
60373,0,58
12717,27.55,59.4
16498,0,0
59896,0,26
31625,0,20
15758,27.55,94.75
49584,12,48
31933,0,19
359,0,20
51622,6.63,26.5
55801,0,35
27860,0,20
61709,17.82,29.7
34787,27.55,94.75
53186,23.76,39.6
60370,0,10
56292,5.63,22.5
18313,20.64,82.55
42646,20.38,81.5
42929,0,16
30738,11.88,19.8
25328,17.82,29.7
10545,15.6,39
44990,0,30
21700,20.3,58
408,9.59,38.35
29019,0,76
51246,0,24
38758,9.1,26
1841,0,20
40286,0,20
22952,0,58
35609,20,50
15286,7.7,22
32417,11.88,19.8
20655,0,14
11447,27.55,49.5
14203,0,27
29172,0,22
53156,27.55,94.75
25027,0,93
45550,5,20
39727,5.94,0
25088,0,34
25676,17.82,29.7
11400,9.1,26
34721,0,94.75
26253,0,20
25934,0,26
62613,23.76,39.6
61953,24.38,37.5
48708,0,20
61209,9.1,26
2141,0,10
50018,0,10
25094,0,27
3675,0,0
25134,27.55,87
49263,0,63
14183,0,80
35412,6.3,18
35076,4.63,18.5
36214,0,23
41199,0,22
56720,0,24
53208,0,37
2228,23.76,39.6
27566,7.7,22
32179,4.25,17
24927,2.81,10.04
2239,11.88,19.8
63183,12.4,31
20466,0,59
62082,0,20
15290,0,51
21324,0,13
40037,0.38,1.35
38851,0,20
34144,7.7,22
51510,27.55,94.75
7774,0,10
51778,0,10
44496,0,20
4016,0,10
16493,0,23
43739,0,94.75
40425,17.82,29.7
60297,5.94,9.9
5267,0,70
5094,0,13
4846,0,10
57236,0,24
37235,0,80
34674,0,19
60590,10.5,30
29269,0,64
51148,11.7,46.8
6922,0,20
1532,0,30
54437,0,17
63013,0,20
51281,0,23
52874,0,36
31009,9.1,26
63302,0,20
12571,0,18
25894,5.94,0
4876,0,12
53741,0,61
39420,27.55,63
14518,0,13
57293,9.2,23
51342,27.55,94.75
50776,14.13,56.5
47776,6,24
16168,27.55,69.3
21702,4.39,17.55
18662,0,18
46581,0,0
17182,0,22
43405,27.55,0
62542,9.1,26
25564,0,23
62547,7.7,22
61184,16.25,25
57344,5.63,22.5
23778,7.64,30.55
36123,4.63,18.5
4632,0,44
4343,0,10
59942,0,17
59645,2.42,8.63
55981,0,26
8125,11.88,0
11562,0,25
57213,0,68
31430,0,20
41389,2.2,7.84
18396,0,26
39387,0,43
14090,0,24
29041,7.7,22
21503,0,94.75
24482,0,20
14263,0,10
8871,0,25
12427,0,24
3943,23.76,0
32512,10.38,41.5
33910,0,20
46560,27.55,49.5
12368,0,19
45132,11.88,47.5
60050,27.55,94.75
40649,0,20
47668,0,33
55509,9.1,26
51491,9.75,39
10444,0,35
52196,27.55,94.75
1739,7.7,22
36038,16.9,26
52525,0,80
61935,0,13
58890,0,22
19352,27.55,94.75
56961,17.23,26.5
4058,6.3,25.2
51149,9.75,39
14863,0,23
37630,17.82,29.7
33514,0,10
32482,24.8,62
60347,0,24
2276,0,10
18901,0,11
29552,0,80
47882,0,13
38186,0,80
19922,0,91
49794,0,40
22072,0,10
17630,0,33
57183,27.55,49.5
25277,27.55,94.75
42897,0,29
49204,11.88,19.8
56183,0,64
58115,0,80
40449,0,20
16204,0,40
50621,0,11
44752,8.38,33.5
42886,0,20
48224,12.13,48.5
50080,11.88,19.8
25202,0,31
13703,0,20
37000,0,24
50600,0,28
17880,0,17
42717,0,94.75
930,9.1,26
41061,11.88,47.5
4586,0,57
28568,3.38,13.5
62146,27.55,94.75
36937,3.38,13.5
3071,17.82,29.7
27561,3.46,12.35
50359,27.55,89.1
13919,7.7,0
58226,10.25,41
3065,27.55,49.5
40255,27.55,59.4
60899,23.76,0
43743,0,22
32753,0,20
32911,0,34
2542,10.32,41.3
40624,26.63,94.75
23554,14.46,57.85
41370,0,0
12418,0,15
9537,0,30
61370,20,50
1123,0,94.75
56254,6.3,18
46260,6.75,27
49047,0,82
3676,0,10
11369,0,16
7456,7.7,22
57332,15,60
47239,27.55,94.75
59074,0,10
12812,0,10
7393,0,14
31097,0,27
37739,7.38,29.5
42809,25.55,73
30696,18,72
17945,10.85,31
40377,7.7,22
19642,9.57,29
15608,0,20
7576,0,18
486,0,13
33468,0,27
10035,0,94.75
6977,0,11
61394,7.7,22
58526,5,20
17096,0,23
7892,0,10
20240,0,29
25978,0,28
54324,0,33
22831,0,20
5639,0,20
3325,0,20
15126,27.55,94.75
19850,6.3,18
2672,0,60
46083,5.63,22.5
27474,27.55,94.75
12407,0,33
20701,0,14
55703,11.55,33
13501,0,32
59532,9.57,29
44657,0,25
22889,27.55,59.4
51721,0,20
51153,27.55,94.75
43194,6.3,18
38732,0,25
10961,27.55,89.1
15712,6,15
60575,14.7,42
54707,20.3,58
4040,7.7,22
30794,0,17
14509,0,47
59956,0,35
32248,0,64
46608,0,85
18654,0,26
35712,17.82,0
31150,0,61
13605,27.55,79.2
20987,0,94.75
40259,27.55,94.75
14297,0,13
1406,27.55,94.75
1154,0,25
60701,0,12
36741,7.7,22
53847,0,94.75
2153,0,67
607,27.55,94.75
15453,0,80
1673,0,10
15865,0,10
37832,0,10
40297,0,24
61693,17.82,29.7
21779,0,59
1001,0,37
45241,0,34
9486,11.88,0
56411,0,61
47363,12.25,35
48813,4,16
23129,27.55,59.4
103,0,20
19236,0,52
39529,27.55,94.75
13745,23.76,39.6
9828,0,14
25008,0,27
30540,0,26
53701,0,80
3517,0,18
35989,0,19
17734,7.7,22
49088,0,10
22709,27.55,49.5
38672,27.55,94.75
58629,0,28
42281,0,27
22390,0,14
33035,7.13,28.5
14176,0,54
23776,4.39,17.55
9130,0,21
52856,0,37
44168,0,10
295,0,29
56032,0,44
7060,0.22,0.78
39579,0,80
1557,12.25,35
23200,0,32
34005,27.55,59.4
31621,0,20
40200,7.7,22
62100,6.3,18
56407,0,10
1156,0,35
58683,0,25
32764,0,56
52915,0,10
47918,0,17
25442,12.95,37
36311,27.55,69.3
53612,5.94,0
27771,27.55,69.3
9564,0,39
27765,23.76,39.6
51752,0,18
20713,0,27
25127,10.5,30
19268,0,24
34445,0,20
43257,0,27
4062,4.39,17.55
51468,5,20
62387,8.38,33.5
12271,11.88,19.8
34665,0,10
43541,5.94,9.9
33348,0,20
19716,0,20
47438,27.55,79.2
12231,12.95,37
57272,0,10
11444,27.55,94.75
23010,0,14
44132,0,0
43549,0,45
17672,0,10
55220,27.55,79.2
35509,0,20
50766,8.38,33.5
10080,0,11
46877,0,20
27230,0,10
43926,0,21
2200,10.5,30
62004,6.75,27
30915,0,31
27699,0,23
18102,7.7,22
15757,23.76,39.6
2651,0,38
15079,0,20
22746,0,22
60791,5.94,9.9
16542,0,10
9151,0,31
13892,0,21
45863,27.55,94.75
25718,0,21
58394,27.55,0
36828,0,23
3728,0,10
46557,17.82,29.7
790,17.82,29.7
31574,0,10
12827,0,13
47443,5.94,9.9
24743,27.55,94.75
35196,7.7,22
43887,27.55,94.75
59286,0,17
51039,0,36
17555,10.89,43.55
45781,0,25
49234,0,36
46636,0,11
19723,0,25
11251,0,22
37404,0,10
58870,0,10
6714,27.55,79.2
41003,0,34
61925,0,22
183,0,10
23822,5.94,9.9
5248,0,14
52178,4.05,16.2
60672,0,94.75
29437,4.63,18.5
25158,27.55,79.2
61589,27.55,94.75
50076,27.55,94.75
44594,20.25,81
54185,10,40
4374,0,11
55166,21.5,86
58675,0,17
34150,12.25,35
1173,0,24
22510,23.76,39.6
61945,0,20
51543,0,20
41,0,22
48244,17.82,29.7
27576,7.7,22
54577,0,27
2166,0,10
9462,9.1,26
56194,0,10
41627,15,60
11579,0,37
18684,0,15
46897,7.7,22
31012,7.7,22
15562,0,20
54253,0,34
33873,0,10
47690,0,10
61889,17.82,29.7
45527,9.1,26
46931,4,16
25875,27.55,94.75
34403,27.55,79.2
59130,11.55,33
22957,0,22
21096,0,20
46151,0,30
50736,10.5,30
36731,12.25,35
33930,0,94.75
46640,0,11
35550,0,21
17841,0,25
3437,11.88,19.8
54463,0,40
59239,0,20
16747,0,20
1188,0,20
54227,27.55,79.2
2023,0,14
